,Date,Open,High,Low,Close,Volume
2017-02-22 00:00:00,2017-02-22 00:00:00,1085.07,1127.8,1068.21,1123.18,41743050
2017-02-23 00:00:00,2017-02-23 00:00:00,1123.18,1128.9,1100.0,1114.27,31854380
2017-02-24 00:00:00,2017-02-24 00:00:00,1114.27,1193.23,1110.39,1183.55,46622434
2017-02-25 00:00:00,2017-02-25 00:00:00,1183.55,1220.16,1030.0,1172.42,77794209
2017-02-26 00:00:00,2017-02-26 00:00:00,1172.42,1183.33,1125.0,1151.03,27949897
2017-02-27 00:00:00,2017-02-27 00:00:00,1151.03,1185.01,1130.58,1177.0,21172640
2017-02-28 00:00:00,2017-02-28 00:00:00,1177.0,1197.99,1165.95,1194.87,21803886
2017-03-01 00:00:00,2017-03-01 00:00:00,1194.87,1212.66,1152.27,1187.31,31384856
2017-03-02 00:00:00,2017-03-02 00:00:00,1187.31,1234.19,1182.4,1234.19,25069015
2017-03-03 00:00:00,2017-03-03 00:00:00,1234.19,1279.0,1200.0,1257.65,41418642
2017-03-04 00:00:00,2017-03-04 00:00:00,1257.65,1297.0,1256.3,1291.0,39431131
2017-03-05 00:00:00,2017-03-05 00:00:00,1291.0,1292.76,1235.01,1266.54,36040668
2017-03-06 00:00:00,2017-03-06 00:00:00,1266.54,1278.52,1238.01,1277.81,19827628
2017-03-07 00:00:00,2017-03-07 00:00:00,1277.81,1284.9,1263.0,1279.79,20812724
2017-03-08 00:00:00,2017-03-08 00:00:00,1279.79,1281.0,1166.0,1231.99,55319867
2017-03-09 00:00:00,2017-03-09 00:00:00,1231.99,1239.97,1143.44,1151.59,82456629
2017-03-10 00:00:00,2017-03-10 00:00:00,1151.59,1206.0,1135.0,1189.87,47703137
2017-03-11 00:00:00,2017-03-11 00:00:00,1189.87,1337.58,966.0,1119.08,105434261
2017-03-12 00:00:00,2017-03-12 00:00:00,1119.08,1200.47,1107.88,1181.68,33170387
2017-03-13 00:00:00,2017-03-13 00:00:00,1181.68,1236.88,1175.38,1227.04,24150871
2017-03-14 00:00:00,2017-03-14 00:00:00,1227.04,1249.27,1212.76,1243.26,24724492
2017-03-15 00:00:00,2017-03-15 00:00:00,1243.26,1263.35,1225.45,1246.62,17946218
2017-03-16 00:00:00,2017-03-16 00:00:00,1246.62,1264.84,1242.51,1260.28,14362472
2017-03-17 00:00:00,2017-03-17 00:00:00,1260.28,1260.27,1134.54,1174.0,51238296
2017-03-18 00:00:00,2017-03-18 00:00:00,1174.0,1173.51,1065.0,1068.98,89088990
2017-03-19 00:00:00,2017-03-19 00:00:00,1068.98,1099.64,936.0,970.0,120443995
2017-03-20 00:00:00,2017-03-20 00:00:00,970.0,1066.33,969.78,1018.82,42910547
2017-03-21 00:00:00,2017-03-21 00:00:00,1018.82,1053.95,1014.74,1037.99,22937798
2017-03-22 00:00:00,2017-03-22 00:00:00,1037.99,1120.0,1037.99,1111.78,38653846
2017-03-23 00:00:00,2017-03-23 00:00:00,1111.78,1112.82,989.0,1036.31,64913125
2017-03-24 00:00:00,2017-03-24 00:00:00,1036.31,1052.62,1015.43,1031.01,20108266
2017-03-25 00:00:00,2017-03-25 00:00:00,1031.01,1032.94,921.2,936.0,64951798
2017-03-26 00:00:00,2017-03-26 00:00:00,936.0,971.98,889.88,965.08,61314424
2017-03-27 00:00:00,2017-03-27 00:00:00,965.08,1005.07,944.24,964.71,47108801
2017-03-28 00:00:00,2017-03-28 00:00:00,964.71,1042.96,956.76,1038.84,33173819
2017-03-29 00:00:00,2017-03-29 00:00:00,1038.84,1065.98,1017.72,1042.37,29478070
2017-03-30 00:00:00,2017-03-30 00:00:00,1042.37,1061.98,1008.02,1041.31,33905422
2017-03-31 00:00:00,2017-03-31 00:00:00,1041.31,1055.46,1019.8,1034.35,15313239
2017-04-01 00:00:00,2017-04-01 00:00:00,1034.35,1095.8,1034.35,1079.9,30973280
2017-04-02 00:00:00,2017-04-02 00:00:00,1079.9,1104.7,1065.0,1090.7,19277155
2017-04-03 00:00:00,2017-04-03 00:00:00,1090.7,1111.1,1075.9,1098.6,16682232
2017-04-04 00:00:00,2017-04-04 00:00:00,1098.6,1155.4,1098.5,1145.7,31513035
2017-04-05 00:00:00,2017-04-05 00:00:00,1145.7,1160.9,1122.2,1142.9,20987411
2017-04-06 00:00:00,2017-04-06 00:00:00,1142.9,1145.0,1107.0,1135.0,19382938
2017-04-07 00:00:00,2017-04-07 00:00:00,1135.0,1201.6,1134.3,1188.1,28186329
2017-04-08 00:00:00,2017-04-08 00:00:00,1188.1,1204.9,1173.2,1191.9,24879651
2017-04-09 00:00:00,2017-04-09 00:00:00,1191.9,1198.5,1167.4,1183.8,15059259
2017-04-10 00:00:00,2017-04-10 00:00:00,1183.8,1227.1,1176.9,1211.2,18732082
2017-04-11 00:00:00,2017-04-11 00:00:00,1211.2,1224.1,1201.1,1213.6,16058919
2017-04-12 00:00:00,2017-04-12 00:00:00,1213.6,1238.5,1201.6,1224.0,17908181
2017-04-13 00:00:00,2017-04-13 00:00:00,1224.0,1228.3,1213.7,1217.1,12500747
2017-04-14 00:00:00,2017-04-14 00:00:00,1217.1,1225.1,1128.0,1177.9,35638175
2017-04-15 00:00:00,2017-04-15 00:00:00,1177.9,1201.0,1173.7,1187.8,18162898
2017-04-16 00:00:00,2017-04-16 00:00:00,1187.8,1203.8,1125.0,1179.5,12453014
2017-04-17 00:00:00,2017-04-17 00:00:00,1179.5,1198.6,1174.8,1193.0,7305886
2017-04-18 00:00:00,2017-04-18 00:00:00,1193.0,1225.0,1186.7,1197.0,18209458
2017-04-19 00:00:00,2017-04-19 00:00:00,1197.0,1221.1,1197.1,1209.3,11300122
2017-04-20 00:00:00,2017-04-20 00:00:00,1209.3,1216.8,1196.7,1209.6,11647456
2017-04-21 00:00:00,2017-04-21 00:00:00,1209.6,1248.3,1210.0,1239.0,18959907
2017-04-22 00:00:00,2017-04-22 00:00:00,1239.0,1257.5,1237.8,1249.3,14421415
2017-04-23 00:00:00,2017-04-23 00:00:00,1249.3,1255.0,1210.0,1243.0,19863750
2017-04-24 00:00:00,2017-04-24 00:00:00,1243.0,1251.1,1230.6,1246.9,7243533
2017-04-25 00:00:00,2017-04-25 00:00:00,1246.9,1258.5,1238.9,1255.5,6407156
2017-04-26 00:00:00,2017-04-26 00:00:00,1255.5,1290.4,1254.4,1277.9,14007798
2017-04-27 00:00:00,2017-04-27 00:00:00,1277.9,1316.7,1274.7,1296.4,23479688
2017-04-28 00:00:00,2017-04-28 00:00:00,1296.4,1357.0,1291.7,1344.3,23736798
2017-04-29 00:00:00,2017-04-29 00:00:00,1344.3,1362.2,1298.0,1339.7,32294442
2017-04-30 00:00:00,2017-04-30 00:00:00,1339.7,1356.1,1329.8,1347.4,14063378
2017-05-01 00:00:00,2017-05-01 00:00:00,1347.4,1374.6,1330.0,1366.6,17320159
2017-05-02 00:00:00,2017-05-02 00:00:00,1366.6,1449.7,1366.0,1422.3,35495465
2017-05-03 00:00:00,2017-05-03 00:00:00,1422.3,1486.0,1408.3,1460.6,42017488
2017-05-04 00:00:00,2017-05-04 00:00:00,1460.6,1518.3,1446.0,1517.3,40341927
2017-05-05 00:00:00,2017-05-05 00:00:00,1517.3,1658.0,1441.5,1551.0,108750975
2017-05-06 00:00:00,2017-05-06 00:00:00,1551.0,1627.0,1499.0,1529.6,83633976
2017-05-07 00:00:00,2017-05-07 00:00:00,1529.6,1586.5,1522.4,1572.1,32719292
2017-05-08 00:00:00,2017-05-08 00:00:00,1572.1,1604.1,1541.2,1590.0,23027368
2017-05-09 00:00:00,2017-05-09 00:00:00,1590.0,1681.9,1589.9,1680.1,38028842
2017-05-10 00:00:00,2017-05-10 00:00:00,1680.1,1791.2,1636.0,1729.9,83904463
2017-05-11 00:00:00,2017-05-11 00:00:00,1729.9,1797.0,1691.3,1783.2,41525066
2017-05-12 00:00:00,2017-05-12 00:00:00,1783.2,1890.0,1752.0,1835.7,72706918
2017-05-13 00:00:00,2017-05-13 00:00:00,1835.7,1841.1,1650.0,1692.3,99652672
2017-05-14 00:00:00,2017-05-14 00:00:00,1692.3,1787.8,1598.4,1787.0,81130427
2017-05-15 00:00:00,2017-05-15 00:00:00,1787.0,1824.0,1756.9,1804.2,44035178
2017-05-16 00:00:00,2017-05-16 00:00:00,1804.2,1804.1,1685.8,1740.8,58208348
2017-05-17 00:00:00,2017-05-17 00:00:00,1740.8,1768.0,1676.6,1746.0,32788786
2017-05-18 00:00:00,2017-05-18 00:00:00,1746.0,1848.1,1719.2,1813.4,46266930
2017-05-19 00:00:00,2017-05-19 00:00:00,1813.4,1905.7,1808.4,1894.1,35239579
2017-05-20 00:00:00,2017-05-20 00:00:00,1894.1,1972.6,1894.1,1960.0,49097144
2017-05-21 00:00:00,2017-05-21 00:00:00,1960.0,2067.8,1955.0,2053.8,41810081
2017-05-22 00:00:00,2017-05-22 00:00:00,2053.8,2090.0,1970.2,2041.2,64347188
2017-05-23 00:00:00,2017-05-23 00:00:00,2041.2,2270.0,1990.1,2105.0,124747461
2017-05-24 00:00:00,2017-05-24 00:00:00,2105.0,2279.5,2097.2,2268.1,84276631
2017-05-25 00:00:00,2017-05-25 00:00:00,2268.1,2494.6,2268.5,2431.6,113302810
2017-05-26 00:00:00,2017-05-26 00:00:00,2431.6,2811.0,2181.2,2306.3,258820855
2017-05-27 00:00:00,2017-05-27 00:00:00,2306.3,2624.2,2055.0,2273.7,217245534
2017-05-28 00:00:00,2017-05-28 00:00:00,2273.7,2349.5,1900.0,2089.9,171666529
2017-05-29 00:00:00,2017-05-29 00:00:00,2089.9,2326.0,2088.2,2210.9,106883281
2017-05-30 00:00:00,2017-05-30 00:00:00,2210.9,2373.5,2128.3,2309.6,74745158
2017-05-31 00:00:00,2017-05-31 00:00:00,2309.6,2360.0,2122.4,2191.4,67301051
2017-06-01 00:00:00,2017-06-01 00:00:00,2191.4,2340.0,2155.0,2304.1,53059287
2017-06-02 00:00:00,2017-06-02 00:00:00,2304.1,2465.7,2302.0,2416.8,57279425
2017-06-03 00:00:00,2017-06-03 00:00:00,2416.8,2501.2,2376.0,2497.9,41297438
2017-06-04 00:00:00,2017-06-04 00:00:00,2497.9,2582.5,2450.0,2543.4,54746338
2017-06-05 00:00:00,2017-06-05 00:00:00,2543.4,2569.4,2464.2,2529.3,43808075
2017-06-06 00:00:00,2017-06-06 00:00:00,2529.3,2723.4,2523.3,2715.4,52810719
2017-06-07 00:00:00,2017-06-07 00:00:00,2715.4,2955.0,2703.2,2897.9,147030693
2017-06-08 00:00:00,2017-06-08 00:00:00,2897.9,2914.1,2610.0,2667.6,103352659
2017-06-09 00:00:00,2017-06-09 00:00:00,2667.6,2827.2,2589.0,2817.7,68819033
2017-06-10 00:00:00,2017-06-10 00:00:00,2817.7,2866.8,2788.3,2817.2,46577238
2017-06-11 00:00:00,2017-06-11 00:00:00,2817.2,2930.5,2803.0,2922.0,52286178
2017-06-12 00:00:00,2017-06-12 00:00:00,2922.0,3017.0,2879.9,2994.8,48306924
2017-06-13 00:00:00,2017-06-13 00:00:00,2994.8,3006.9,2470.0,2656.5,187239903
2017-06-14 00:00:00,2017-06-14 00:00:00,2656.5,2790.3,2635.1,2702.6,63913652
